#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
127,7,جرير بن عطيّة,قصيدة رقم 151، جرير، البسيط، نَا,تخالهن نعامًا هاجه فزع أَو زَنْبَرِيًّا زَهَتْهُ الريح مَشْحُونا,تشبيه,تشبيه
128,5,جرير بن عطيّة,قصيدة رقم 151، جرير، البسيط، نَا,مالتكَمَيْلِ النقا ليست إِذا جُلِيَتْ من رُصْع تيم يُنَطِّقْنَ البَواسِينا,تشبيه,تشبيه
129,9,جرير بن عطيّة,قصيدة رقم 151، جرير، البسيط، نَا,كأَنَّ حاديَها لَمَّا أَضَرَّ بها باز يُصَعْصِع بالسَّهْبَى قَطًا جُونا,تشبيه,تشبيه
130,1,وضاح اليمن,قصيدة رقم 25، كامل، لَّهُ,ما بَالُ عَيْنِكَ لَا تَنَامُكَأنَّما طَلَبَ الطبيبُ بِها قَذًى فَأَضَلَّهُ,تشبيه,تشبيه
131,12,عبد الله بن عمر العرجي,قصيدة رقم (26)، الكامل، دِ.,مَا إنْ بِهَا لِيَ غيرُ سَيْفي صَاحِبٌ وذِرَاعُ حَرْفٍكالهِلالِ وسَادِي,تشبيه,تشبيه
132,2,وضاح اليمن,قصيدة رقم 25، كامل، لَّهُ,بَلْ مَا لِقَلْبِكَ لا يَزَالُكَأَنَّهُ نَشْوَانُ أَنْهَلَهُ النَّدِيمُ وَعَلَّهُ,تشبيه,تشبيه
133,3,وضاح اليمن,قصيدة رقم 25، كامل، لَّهُ,مَا كنْتُأَحْسِبُ أَنْ أَبِيتَ ببلْدَةٍ وَأَخِي بأخْرَى لا أَحُلُّ مَحَلَّهُ,تشبيه,تشبيه
134,23,الأخطل,قصيدة رقم 50، رِ، الطّويل,تَرى مُترَعَ الشيزى الثِقالِكَأَنَّما تَحَضَّرَ مِنها أَهلُها فُرَضَ البَحرِ,تشبيه,تشبيه
135,6,وضاح اليمن,قصيدة رقم 25، كامل، لَّهُ,كَالطَّيفِ وَافَقَ ذَا هوًى فَلَها بهِ حَتَّى إِذَا ذَهَبَ الرُّقَادُ أَضَلَّهُ,تشبيه,تشبيه
136,4,عمر بن أبي ربيعة,قصيدة رقم 253، الكامل، قِ,إذْ أنتِ رؤْدٌ في الشّبابِ غريرةٌ غرّاءُ خَوْدٌكالغزالِ الأخْرقِ,تشبيه,تشبيه
137,11,الفرزدق,قصيدة رقم 332، الطَّويل، عُ,فيا عَجَبي حَتّى كُلَيْبٌ تَسُبّني،كأَنّ أباها نَهْشَلٌ أوْ مُجَاشِعُ,تشبيه,تشبيه
138,24,ذو الرمة,قصيدة رقم 11أ، الرجز، دِ.,كأَنَّها من نَظَرٍ مَمدودِ بالأُفْقِ إنْظامانِ من فَريدِ,تشبيه,تشبيه
139,22,ذو الرمة,قصيدة رقم 11أ، الرجز، دِ.,فَردًاكشاةِ البَقَرِ المَطْرودِ ولاحتِ الجَوزاءُكالعُقودِ,تشبيه,تشبيه
140,12,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,كأنَّ الحَبْلَ لَمْ يُوصَلْ تِمامًا إذا انْقَطَعَ الخَلِيلُ مِنَ الخَلِيلِ,تشبيه,تشبيه
141,29,الفرزدق,قصيدة رقم 332، الطَّويل، عُ,تَزَيّدَ يَرْبُوعٌ بِهِمْ في عِدادِهِمْ،كما زِيدَ في عَرْضِ الأديمِ الأكارِعُ,تشبيه,تشبيه
142,24,الفرزدق,قصيدة رقم 332، الطَّويل، عُ,هَوَى الخَطَفَى لمَا اخْتَطَفْتُ دِماغهكما اختَطَفَ البازِي الخَشَاشَ المُقَارِعُ,تشبيه,تشبيه
143,14,ذو الرمة,قصيدة رقم 11أ، الرجز، دِ.,مِثْلَ ادِّراعِ اليَلْمَقِ الجَديدِ أَمًّا بكلِّ كَوكَبٍ حَريدِ,تشبيه,تشبيه
144,15,ذو الرمة,قصيدة رقم 11أ، الرجز، دِ.,في كلِّ سَهْبٍ خاشِعِ الحُيودِ تُضْحي به الرَّوْعاءُكالبَليدِ,تشبيه,تشبيه
145,4,ذو الرمة,قصيدة رقم 42، الطويل، عُ.,ومَوْشِيةٌ سُحْمُ الصَّياصيكأَنَّها مُجَلَّلَةٌ حُوٌّ عليها البَراقِعُ,تشبيه,تشبيه
146,35,ذو الرمة,قصيدة رقم 11أ، الرجز، دِ.,صَفَحْنَ للأَزرارِ بالخُدودِكأَنّما بعدَ السُّرى قُتودي,تشبيه,تشبيه
147,9,عمر بن أبي ربيعة,قصيدة رقم 124، الطويل، رِ,سَبَتْهُ بِوَحْفٍ في العِقاصِ مُرَجَّلٍ أثيثٍكَقِنْوِ النّخلةِ المُتَكوِّرِ,تشبيه,تشبيه
148,6,عمر بن أبي ربيعة,قصيدة رقم 124، الطويل، رِ,وَطَوْرَيْنِ طَوْرًا يائسٌ مَنْ يعودُهُ وطورًا يُرى في العينِكالمُتَحيِّرِ,تشبيه,تشبيه
149,12,ابن قيس الرُّقيّات,قصيدة رقم 47، مجزوء الكامل، ئِها,وَلَدَتْ أَغَرَّ مُبَارَكاًكَالْبَدرِ وَسْطَ سَمَائِهَا,تشبيه,تشبيه
150,4,الفرزدق,قصيدة رقم 158، المتقارب، دِ,بَرَى نُؤيَهَا دَراِجَاتُ الرّيَا حِكما يُبتَرَى الجَفنُ بالمبْرَدِ,تشبيه,تشبيه
151,6,الفرزدق,قصيدة رقم 158، المتقارب، دِ,وَبِيضٍ نَوَاعِمَمِثْلِ الدُّمَى كِرَامٍ خَرَائِدَ مِنْ خُرَّدِ,تشبيه,تشبيه
152,24,عبد الله بن عمر العرجي,قصيدة رقم (21)، الطّويل، دَ.,فَقَرَّبنِي مِنْ بَعْدِ بُعْدٍكأنّما يَرَى الجَبَلَ الوَعْرَ المُمَنَّعَ فَدْفَدَا,تشبيه,تشبيه
153,29,عبد الله بن عمر العرجي,قصيدة رقم (21)، الطّويل، دَ.,تَمُورُكَمَا مَارَتْ مَهَاةٌ بِذِي الغَضَا تُزَجّي ببَطْحاءِ القَسِيَّةِ فَرْقَدَا,تشبيه,تشبيه
154,20,عبد الله بن عمر العرجي,قصيدة رقم (21)، الطّويل، دَ.,فَجَاءَ بِهِ العَبْدِانِ ليلًاكأنَّما يَقُودَانِ قَرْمًا ضَارِيًا حِينَ أُلْبِدَا,تشبيه,تشبيه
155,38,عبد الله بن عمر العرجي,قصيدة رقم (21)، الطّويل، دَ.,بِضَوْءِ عَمُودِ الصُّبْحِ حتّىكأنَّمَا تَجَلَّى عَمُودُ الصُّبْحِ يَوْمًا مُوَرَّدَا,تشبيه,تشبيه
156,3,عبد الله بن عمر العرجي,قصيدة رقم (90)، السّريع، نَ.,قد حُمِّلَامِثْلَ الَّذِي حُمِّلَتْ نَفْسِي مِنَ الوَجْدِ وَأَهْوَانَا,تشبيه,تشبيه
157,8,عبد الله بن عمر العرجي,قصيدة رقم (90)، السّريع، نَ.,لاتَحْسَبِي يا لَيْلَ إنْ بِنْتُمُ مِنَّا بِأَنَّ البُعْدَ أَنْسَانا,تشبيه,تشبيه
158,18,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,يا أُم عمرو جزاكِ الله مغفرة رُدّي عليّ فؤاديكالذي كانا,تشبيه,تشبيه
159,26,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,لا بارك الله فيمن كانيحسبكم إِلا على العهد حتى كان ما كانا,تشبيه,تشبيه
160,7,الفرزدق,قصيدة رقم 335، الكامل، عُ,هَلْ تَأْتِيَنّبمِثْلِ قَوْمِكَ دارِمًا، قَوْمًا زُرَارَةُ مِنْهُمُ والأقْرَعُ,تشبيه,تشبيه
161,2,الفرزدق,قصيدة رقم 335، الكامل، عُ,في جَحْفَلٍ لَجِبٍكَأنّ زُهَاءَهُ شَرْقيُّ رُكْنِ عَمايَتَينِ الارْفَعُ,تشبيه,تشبيه
162,59,ذو الرمة,قصيدة رقم 68، الطويل، كِ,وشَبَّهْتُ ضَبْرَ الخيلِ شُدَّتْ قُيودُها تَقَمُّسَ أَعناقِ الرِّعانِ السَّوامِكِ,تشبيه,تشبيه
163,56,ذو الرمة,قصيدة رقم 68، الطويل، كِ,تُجَلّي فلا تَنْبو إِذا ما تَعَيَّنَتْ بها شَبَحًا أَعناقُهاكالسَّبائِكِ,تشبيه,تشبيه
164,1,الكميت بن زيد الأسدي,قصيدة رقم 369، بسيط، ارِ,يَمْشِي بِهِنَّ خَفِيُّ الصَّوْتِ مُخْتَتِلٌكالنَّصْلِ أَخْلَفَ أَهْدامًا بِأَطْمارِ,تشبيه,تشبيه
165,34,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,أَبُدِّلَ الليلُ لا تسري كواكبه أَم طال حتىحسبتُ النجم حيرانا,تشبيه,تشبيه
166,32,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,نَهوى ثرى العِرق إِذا لم نلق بعدَكُمكالعِرْق عرقًا ولا السُّلَّان سُلانا,تشبيه,تشبيه
167,47,ذو الرمة,قصيدة رقم 68، الطويل، كِ,كأَنَّ الحُداةَ استَوْفَضوا أَخْدَرِيَّةً مُوَشَّحَةَ الأَقْرابِ سُمْرَ السَّنابِكِ,تشبيه,تشبيه
168,49,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,كأَن أَحداجَهُمْ تُحْدَى مُقَفِّيةً نَخْلٌ بِمَلْهَمَ أَو نخل بقُرّانا,تشبيه,تشبيه
169,48,ذو الرمة,قصيدة رقم 68، الطويل، كِ,نَئِفْنَ النّدى حتىكأَنَّ ظُهورَها بمُسْتَرشَحِ البُهْمى ظُهورُ المَداوِكِ,تشبيه,تشبيه
170,71,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,سأشْتِمكُمْ وإنْ نَهقَتْ كُلَيْبٌ صَهَلْتُ وما النَّواهِقُكالصَّهِيلِ,تشبيه,تشبيه
171,44,جرير بن عطيّة,قصيدة رقم 15، جرير، البسيط، نَا,بتنا نراهاكأَنا مالكون لها يا ليتها صدقت بالحق رؤيانا,تشبيه,تشبيه
172,50,ذو الرمة,قصيدة رقم 68، الطويل، كِ,تَمَزَّقُ عن ديباجِ لَوْنٍكأَنَّهُ شَريجٌ بأَنْيارِ الثِّيابِ البَرانِكِ,تشبيه,تشبيه
173,55,ذو الرمة,قصيدة رقم 68، الطويل، كِ,أَذاكَ تَراهاأَشْبَهَتْ أمكأَنَّها بجَوْزِ الفلا خُرْسُ المَحالِ الدَّوامِكِ,تشبيه,تشبيه
174,53,ذو الرمة,قصيدة رقم 68، الطويل، كِ,سَعى وارتَضَخْنَ المَرْوَ حتىكأَنَّهُ خَذاريفُ من قَيْضِ النَّعامِ التَّرائِكِ,تشبيه,تشبيه
175,4,كُثير عزة,قصيدة رقم 31، الطويل، نِ,قديمٌكوَقْفِ العاج ثُبِّتَ حَوْلهُ مَغازِرُ أوتادٍ برَضْمٍ موضَّنِ,تشبيه,تشبيه
176,7,كُثير عزة,قصيدة رقم 31، الطويل، نِ,كأنَّ قتودَ الرَّحلِ منها تُبينُها قرونٌ تحنّتْ في جماجمِ أبْدُنِ,تشبيه,تشبيه
177,8,كُثير عزة,قصيدة رقم 31، الطويل، نِ,كأنَّ خليفَيْ زَوْرها ورحاهُما بُنى مَكوَينِ ثُلّما بعدَ صَيدَنِ,تشبيه,تشبيه
178,59,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,زَيايدُ مِن رَقاشِ مُعَلَّقاتٌكحَيْضِ الكَلْبِ ناقِصَةَ العُقُولِ,تشبيه,تشبيه
179,54,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,وحَظُّ ابْنِ المراغَةِ مِنْ تَمِيمٍكحظِّ الزّانِياتِ مِنَ الفُحُولِ,تشبيه,تشبيه
180,6,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 75، الطَّويل، دِ,وبِيضٍ نَواعِمَمِثْلِ الدُّمَى كِرامٍ خَرائِدَ مِنْ خُرَّدِ,تشبيه,تشبيه
181,4,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 75، الطَّويل، دِ,بَرَى نُؤْيَها دارِجاتُ الرِّياحِكَما يُبْتَرَى الجَفْنُ بالمِبْرَدِ,تشبيه,تشبيه
182,5,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 75، الطَّويل، دِ,تَرَى بَيْنَ أَحْجارِها لِلرَّمادِكَنَفْضِ السَّحيقِ مِنَ الإِثْمِدِ,تشبيه,تشبيه
183,1,نقائض جرير والفرزدق,الفرزدق، نقيضة رقم 75، الطَّويل، دِ,عَرَفْتَ المَنازِلَ مِنْ مَهْدَدٍكَوَحْيِ الزَّبورِ لَدَى الغَرْقَدِ,تشبيه,تشبيه
184,1,جرير بن عطيّة,قصيدة رقم 171، جرير، الكامل، لِ,أَمست طهيةكالبِكار أَفَزَّها بعد الكَشِيشِ هدير قَرْم بازل,تشبيه,تشبيه
185,34,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,فأمْسَتْ فِيهِمِ القَتْلَىكَخُشْبٍ نَفاها السَّيْلُ عَنْ دَرَج المَسِيلِ,تشبيه,تشبيه
186,32,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,مُسَهَّلَةٍ نَوافِذُها وضَرْبٍكأفْواهِ المُقَرِّحَةِ الهُدُولِ,تشبيه,تشبيه
187,29,عمر بن لجأ التّيميّ,قصيدة رقم 388، منتهى الطلب، وافر، لِ,زَمِيلٌ يَتْبَعُ الأسْلافَ مِنّا وما السَّلَفُ المُقَدَّمُكالزَّمِيلِ,تشبيه,تشبيه
188,36,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,تَبِيتُ إذا مَا دَعَاهَا النُّهامْ، تَجِدُّ،وتَحْسَبُها مَازِحَهْ,تشبيه,تشبيه
189,32,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,تَزِلُّ عَنِ [الأَ]رْضِ أَزْلَامُهُكَما زَلَّتِ القَدَمُ الآزِحَهْ,تشبيه,تشبيه
190,24,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,يُراعِي النِّعاجَ، وتَحْنُو لَهُكَما حَنَتِ الهَجْمَةُ اللَّاقِحَهْ,تشبيه,تشبيه
191,21,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,تُطِيرُ حَصَى القَصْرِ أَخْفَاقُهُكَما طَارَ شَيْءُ نَوَى الرَّاضِحَهْ,تشبيه,تشبيه
192,28,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,ويُصْبِحُ يَنْفُضُ عَنْهُ النَّدَىكَما هَمَتِ الشَّنَّةُ النَّاضِحَهْ,تشبيه,تشبيه
193,57,الطرماح بن حكيم,قصيدة رقم 5، متقارب، حَهْ,بِكُلِّ أَشَقَّكَظِلِّ الخَيَالْ وشَقَّاءَكَاللَّقْوَةِ الجانِحَهْ,تشبيه,تشبيه
194,44,المتوكل بن عبد الله الليثي,قصيدة رقم 136، منتهى الطلب، وافر، ما,كأنَّ قدورَهُ مِنْ رأسِ مِيلٍ علَى علياءَ مُشرفةٍ نَعاما,تشبيه,تشبيه
195,40,المتوكل بن عبد الله الليثي,قصيدة رقم 136، منتهى الطلب، وافر، ما,أشَدُّ حفيظةً مِن ليثِ غابٍتَخالُ زئيرهُ اللَّجبَ اللُّهاما,تشبيه,تشبيه
