#,البيت,الشاعر,القصيدة,التعبير البلاغي,العنصر البلاغي المستعمل,العنصر البلاغي الثانوي
544,4,ابن اللبانة الداني,قصيدة رقم 6، طويل، بُ,سقى الله عهدًا كنت صيّبَ عهدهبمثلِ الذي قد كنت تسقي وتشربُ,تشبيه,تشبيه
545,10,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,ولاكاللّيالي مالهنّ مواثقٌ ولاكالغواني مالهنّ عهودُ,تشبيه,تشبيه
546,11,ابن هانئ الأندلسيّ,قصيدة رقم (76)، المتقارب، مْ.,وأشبهكَ البحرُ إن قيلَ ذا غِطَمٌّ وهذا جَوادٌ غطَمْ,تشبيه,تشبيه
547,89,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,فكأنّهُ لكَ صارمٌ أعدَدتَهُ وكأنّهُ مذ ألفِ عامٍ يُصْقَلُ,تشبيه,تشبيه
548,5,ابن هانئ الأندلسيّ,قصيدة رقم (51)، الطّويل، قُ.,ولم يكتحل غمضًا قباتكأنّما يريع إلى إلفٍ منَ المزنِ يعشقهْ,تشبيه,تشبيه
549,3,ابن هانئ الأندلسيّ,قصيدة رقم (51)، الطّويل، قُ.,وما إن خبا حتّىحسبتُ منَ الدّجى على الأفق زنجيًّا تكشَّفَ يلمقهْ,تشبيه,تشبيه
550,67,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,ترْتَبي مرهوبةًتَحْسَبُها كوكَبَ اللّيل على الليّلِ رصَدْ,تشبيه,تشبيه
551,79,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,أليس عجيبًا إن دعاك إلى الوغىكما حرَّضَ اللَّيْثَ المُزعفرَ سيدُ,تشبيه,تشبيه
552,17,ابن اللبانة الداني,قصيدة رقم 26، طويل، دِ,وثقتُ به ضيفًا على رغم حاسديكأني وقفٌ ضاق منه على زند,تشبيه,تشبيه
553,14,ابن هانئ الأندلسيّ,قصيدة رقم (56)، السّريع، قِ.,كأنّما جرّدتُم للنّوى أسيافَ قومي فهي لا تبقي,تشبيه,تشبيه
554,8,ابن هانئ الأندلسيّ,قصيدة رقم (57)، الطّويل، كُ.,سَرَيْنا وطُفنَا بالحِجالِ وأهلِهاكما طافَ بالبيتِ المُحجَّبِ ناسكُ,تشبيه,تشبيه
555,85,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,فَتَرى للْبَغْيِ في أعْطافِهِكاندفاعِ الموجِ في طامٍ ثمدْ,تشبيه,تشبيه
556,7,ابن هانئ الأندلسيّ,قصيدة رقم (57)، الطّويل، كُ.,وليلٍ عليهِ رقمٌ وشيٍكأنَّما تُمدُّ عليهِ بالنّجومِ الدّرانكُ,تشبيه,تشبيه
557,81,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,كفَتاةٍ كَسَرَتْ خَلْخالَها ضاعَ نصْفٌ منه والنّصْفُ وُجِدْ,تشبيه,تشبيه
558,88,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,وفلكك يلقى الفلك في اليمّ من علكما يتلاقى سيّدٌ ومسودُ,تشبيه,تشبيه
559,78,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,يَنْثَني الأيكُ على صَفحَتهِ وهوكالشعْرَى إذا لاحَ وَقَدْ,تشبيه,تشبيه
560,75,ابن هانئ الأندلسيّ,قصيدة رقم (19)، الرّمل، دْ.,وهيَ تَعْطوهُ على خوْفٍكمَا مَدَّ رَقّاءٌ إلى الأرْقمِ يَدْ,تشبيه,تشبيه
561,87,ابن هانئ الأندلسيّ,قصيدة رقم (18)، الطّويل، دُ.,فعزمك يلقى كلّ عزمٍ مملّكٍكما يتلاقى كائدٌ ومكيدُ,تشبيه,تشبيه
562,8,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,و إذا نجا من فتنة ِ الدّنيا امرؤٌفكأنّما يَنجو منَ الطّوفانِ,تشبيه,تشبيه
563,20,ابن اللبانة الداني,قصيدة رقم 26، طويل، دِ,وتحسب في عودي ليانا وأنه لفي السرّ من نبع وفي الجهر من رند,تشبيه,تشبيه
564,9,ابن هانئ الأندلسيّ,قصيدة رقم (81)، الكامل، نِ.,يأبى ليَ الغدرَ الوفاءُ بذمَّتي و الذَّمُّ آباهُكما يأباني,تشبيه,تشبيه
565,9,ابن هانئ الأندلسيّ,قصيدة رقم (69)، الطّويل، مِ.,فهل تبلغنّيها الجيادُكأنّها أعِنّتُها من طولِ لوكِ الشّكائمِ,تشبيه,تشبيه
566,64,ابن هانئ الأندلسيّ,قصيدة رقم (79)، الكامل، نُ.,أبَني لؤيٍّ أينَ فضلُ قديمكِم بلْ أينَ حلمٌكالجبالِ رصينُ,تشبيه,تشبيه
567,85,ابن هانئ الأندلسيّ,قصيدة رقم (79)، الكامل، نُ.,قد قالَ فيكَ الله ما أنا قائِلٌفكأنّ كُلَّ قَصيدَة ٍ تَضْمينُ,تشبيه,تشبيه
568,39,ابن اللبانة الداني,قصيدة رقم 18، سريع، احْ,كأنما حليتها ألسن تملأ سمع الدهر فيك امتداح,تشبيه,تشبيه
569,1,ابن اللبانة الداني,قصيدة رقم 23، سريع، دِهِ,وبابي ذلك منحاسب خُطّ استواءُ الحسنِ في خده,تشبيه,تشبيه
570,34,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,فما راشتِ الأملاكُ سهمًا يَريشُهُ ولا برتِ الأملاكُ سهمًاكما يبري,تشبيه,تشبيه
571,5,ابن هانئ الأندلسيّ,قصيدة رقم (12)، الطّويل، جَ.,كأنّ يدًا اسقت خلالَ غيومهِ جُيوبًا أوِ اجتابَتْ قباءً مُفرَّجا,تشبيه,تشبيه
572,3,ابن هانئ الأندلسيّ,قصيدة رقم (12)، الطّويل، جَ.,مطارُ سنًا يزجي غمامًاكأنّما يُجاذبُ خَصْرًا في وشاحيك مُدمجا,تشبيه,تشبيه
573,2,ابن هانئ الأندلسيّ,قصيدة رقم (12)، الطّويل، جَ.,كأنّ به لما سرى منك واضحًا تبسَّم ذا ظَلمٍ شنيبًا مُفلَّجا,تشبيه,تشبيه
574,18,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,وما عِبتُهُ إلّا بأنّي وصفتُهُوشبّهْتُهُ يومًا منَ الدّهرِ بالقَطْرِ,تشبيه,تشبيه
575,22,ابن هانئ الأندلسيّ,قصيدة رقم (26)، الطّويل، رِ.,وحسبي بجذلانٍكأنّ خصالهُ أكاليلُ درّ فوقَ نصل من التّبْرِ,تشبيه,تشبيه
576,18,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,هذا الّذي تُتلى مآثِرُ فعلِهِ فيناكما يُتْلى الكتابُ المُنْزَلُ,تشبيه,تشبيه
577,3,ابن هانئ الأندلسيّ,قصيدة رقم (44)، الكامل، عَ.,وجرى الفرند بصحفتيهكأنّما ذكر القتيل بكر بلاء فدمَّعا,تشبيه,تشبيه
578,25,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,هل كنتَتَحسَبُ قبل جُرأتِنا على تقريظهِ أنّ الحُلومَ تُجَهَّلُ,تشبيه,تشبيه
579,20,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,مُوفٍ يَرُدُّ على اللّيالي حُكمَهافكأنّهُ بالحادِثاتِ مُوَكَّلُ,تشبيه,تشبيه
580,21,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,مَلِكٌ له اللُّبُّ الصّقيلُكأنّما عكستْ شعاعَ الشّمسِ فيهِ سَجنْجَلُ,تشبيه,تشبيه
581,10,ابن هانئ الأندلسيّ,قصيدة رقم (64)، الكامل، لُ.,جارَتْكما جارَ الزّمانُ ورَيبُهُ وكِلاهُما في حكمِهِ لا يَعدِلُ,تشبيه,تشبيه
