tashbeeh_word,poem,poem_without_tashbeeh
بمثلهِ,نِداءٌ إذا نادَيتُ دهَري بمثلهِ ورقَّ وأصْغى فالجوابُ المحسِّنُ,نِداءٌ إذا نادَيتُ دهَري  ورقَّ وأصْغى فالجوابُ المحسِّنُ
بمثلهِ,غداةً كأنّ الأُفْقَ سُدَّ بمثلهِ فعادَ غروبُ الشّمسِ من حيثُ تطلعُ,غداةً كأنّ الأُفْقَ سُدَّ  فعادَ غروبُ الشّمسِ من حيثُ تطلعُ
بمثلي,ماذا ترى في اصطناعي يا أبا حسن فكم سبقتَ بمثلي غير منحوز,ماذا ترى في اصطناعي يا أبا حسن فكم سبقتَ  غير منحوز
بمثلي,أعجبْ بمثلي سائلا مثلَه مهرَ استه ذاتِ الأفاويق,أعجبْ  سائلا مثلَه مهرَ استه ذاتِ الأفاويق
بمثلي,ما قلتَ في مِرَّةٍ الا سأنقُضُها يا بنَ الأتانِ بمثلي تُنقَضُ المِرَرُ,ما قلتَ في مِرَّةٍ الا سأنقُضُها يا بنَ الأتانِ  تُنقَضُ المِرَرُ
بمثلي,وما أعودُ إلى الدُّنيا وقدْ زعموا أنَّ الزمانَ بمثلي سَوْفَ يحكيني,وما أعودُ إلى الدُّنيا وقدْ زعموا أنَّ الزمانَ  سَوْفَ يحكيني
بمثلي,قبيحٌ بمثلي على سِنِّه يُناكُ فيُبَطْح أو يُضجع,قبيحٌ  على سِنِّه يُناكُ فيُبَطْح أو يُضجع
بمثلي,ليس يُسْتَنْكَرُ النحولُ بمثلي جسدي مُبْتَلًى بقلبٍ مَشُوم,ليس يُسْتَنْكَرُ النحولُ  جسدي مُبْتَلًى بقلبٍ مَشُوم
بمثلي,بمثلي فاشهِدِ النجوى وعالِن بيَ الأعداءَ والقومَ الغِضابا, فاشهِدِ النجوى وعالِن بيَ الأعداءَ والقومَ الغِضابا
بمثليْه,وإن كانت الأخرى -ولا نزلتْ به- فبأسٌ بمثليْه من الشر يؤدمُ,وإن كانت الأخرى -ولا نزلتْ به- فبأسٌ  من الشر يؤدمُ
بمثلِ,فأبكتِ العَيْنَ منّي بمثلِ ماءِ الفُراتِ,فأبكتِ العَيْنَ منّي  ماءِ الفُراتِ
بمثلِ,قَطَعَتْ اليكَ بمثلِ جيدِ جدايةٍ حَسنَ المعلَّقِ ترتجيه مُطَوِّقِ,قَطَعَتْ اليكَ  جيدِ جدايةٍ حَسنَ المعلَّقِ ترتجيه مُطَوِّقِ
بمثلِ,وقد سَلفَ الكرامُ بمثلِ (ماذا) خَلَفْتَ به فهَلْ ظَمِئوا وجاعُوا,وقد سَلفَ الكرامُ  (ماذا) خَلَفْتَ به فهَلْ ظَمِئوا وجاعُوا
بمثلِ,ومنْ لي بمثلِ سلاح الزّمانِ فأسْطو عليه إذا ما سطا,ومنْ لي  سلاح الزّمانِ فأسْطو عليه إذا ما سطا
بمثلِ,قَطَعَتْ اليكَ بمثلِ جيدِ جدايةٍ حَسنَ المعلَّقِ ترتجيه مُطَوَّقِ,قَطَعَتْ اليكَ  جيدِ جدايةٍ حَسنَ المعلَّقِ ترتجيه مُطَوَّقِ
بمثلِ,بَلِ ائْتَسِي تَجدي إنِ ائْتَسَيْتِ أُسًا بمثلِ ما قد فُجِعْتِ اليومَ قَدْ فُجِعَا,بَلِ ائْتَسِي تَجدي إنِ ائْتَسَيْتِ أُسًا  ما قد فُجِعْتِ اليومَ قَدْ فُجِعَا
بمثلِ,تجزي بمثلِ ودّنا قلتُ لها بلْ أُضْعفُ,تجزي  ودّنا قلتُ لها بلْ أُضْعفُ
بمثلِ,وأوْعَدَني حتّى ظننتُ بأنَّهُ مُصِيبي بمثلِ القَتْلِ أو هو قاتلي,وأوْعَدَني حتّى ظننتُ بأنَّهُ مُصِيبي  القَتْلِ أو هو قاتلي
بمثلِ,الحمدُ للهِ،شُكرًا، لا مَثيلَ لَهُ، ما قيلَ شيءٌ بمثلِ اللّينِ وَاللُّطُفِ,الحمدُ للهِ،شُكرًا، لا مَثيلَ لَهُ، ما قيلَ شيءٌ  اللّينِ وَاللُّطُفِ
بمثلِ,هل أَبْلُغَنْها بمثلِ الفَحْل ناجية عَنْسٍ عُذَافِرَةٍ بالرَّحْلِ مِذْعانِ,هل أَبْلُغَنْها  الفَحْل ناجية عَنْسٍ عُذَافِرَةٍ بالرَّحْلِ مِذْعانِ
بمثلِك,وكفاكَ بي خُلًّا تَسُرُّ خِلالُه؛ وكفَى بمثلِك مُسْعِدًا وَمُواصِلا,وكفاكَ بي خُلًّا تَسُرُّ خِلالُه؛ وكفَى  مُسْعِدًا وَمُواصِلا
بمثلِك,أبا الحَسَنِ اختَرَمَتك المنونُ، وكانت بمثلِك لا تَحفِلُ,أبا الحَسَنِ اختَرَمَتك المنونُ، وكانت  لا تَحفِلُ
بمثلِكَ,إِذا هَمَلَت عَيْني لها قالَ صاحبي: بمثلِكَ هذا فِتْنَةٌ وغَرامُ,إِذا هَمَلَت عَيْني لها قالَ صاحبي:  هذا فِتْنَةٌ وغَرامُ
بمثلِكَ,وقد سَمِعْتُ بِقَوْمٍ يُحْمَدُونَ فلمْ أَسمعْ بمثلِكَ لا حِلْمًا ولا جُودَا,وقد سَمِعْتُ بِقَوْمٍ يُحْمَدُونَ فلمْ أَسمعْ  لا حِلْمًا ولا جُودَا
بمثلِكَ,وقد سَمِعْتُ بقومٍ يُحْمَدُونَ فلمْ أَسمعْ بمثلِكَ لاَ حِلْماً ولا جُودَا,وقد سَمِعْتُ بقومٍ يُحْمَدُونَ فلمْ أَسمعْ  لاَ حِلْماً ولا جُودَا
بمثلِه,وإذا انتَضى الحدثانُ بعض سُيوفهِ فأبو الحسين بمثلِه مُتَقلِّدُ,وإذا انتَضى الحدثانُ بعض سُيوفهِ فأبو الحسين  مُتَقلِّدُ
بمثلِه,وراميةٍ وجهَ السَّماءِ بمثلِه سرابًا فكُلٌّ في مَدَى الطَّرفِ واسِعُ,وراميةٍ وجهَ السَّماءِ  سرابًا فكُلٌّ في مَدَى الطَّرفِ واسِعُ
بمثلِه,فيا ميُّ هل يُجزى بكائي بمثلِه مِرارًا وأَنفاسي إليكِ الزَّوافرُ,فيا ميُّ هل يُجزى بكائي  مِرارًا وأَنفاسي إليكِ الزَّوافرُ
بمثلِها,ردَّتْ عليَّ هدِيَّةً لو أَنَّها بعثتْ إليَّ بمثلِها لم أَرْدُدِ,ردَّتْ عليَّ هدِيَّةً لو أَنَّها بعثتْ إليَّ  لم أَرْدُدِ
بمثلِها,لعادتها الّتي كانت كُليبٌ تُذيلُ بمثلِها الأُتُنَ الصِعَابا,لعادتها الّتي كانت كُليبٌ تُذيلُ  الأُتُنَ الصِعَابا
بمثلِها,أقسمتُ ما قُصد امرؤ بمناقبٍ إلَّا وأنتَ بمثلِها المقصودُ,أقسمتُ ما قُصد امرؤ بمناقبٍ إلَّا وأنتَ  المقصودُ
بمثلِها,صَفْراءُ آنِسةُ الحَدِيثِ بمثلِها يَشْفِي غَلِيلَ فُؤادِه الملهوفُ,صَفْراءُ آنِسةُ الحَدِيثِ  يَشْفِي غَلِيلَ فُؤادِه الملهوفُ
بمثلِها,فمتى تَغُصْ في العلمِ تأتِ بدرَّةٍ لم يأت قطُّ بمثلِها غَوَّاصُ,فمتى تَغُصْ في العلمِ تأتِ بدرَّةٍ لم يأت قطُّ  غَوَّاصُ
بمثلِها,واللهُ يعلمُ إنْ ظفرْتُ بمثلِها منه لِيَعْترفْنَّ ما قدْ أُقْرِضا,واللهُ يعلمُ إنْ ظفرْتُ  منه لِيَعْترفْنَّ ما قدْ أُقْرِضا
بمثلِها,فجعلتُ أطمعُ في الأنامِ بمثلِها أُخرى فأتخذُ العدوَّ صَدِيقا,فجعلتُ أطمعُ في الأنامِ  أُخرى فأتخذُ العدوَّ صَدِيقا
بمثلِها,وقد جَرَّبْتُمانِي في أُمورٍ يُعاشُ بمثلِها لو تَعْقِلانِ,وقد جَرَّبْتُمانِي في أُمورٍ يُعاشُ  لو تَعْقِلانِ
بمثلِهَا,أَأَنْهَضُ قِدْمًا في التَّناجي بمثلِهَا وأَفْصَحُ لا أخْشى رقِيبًا وواشِيًا؟,أَأَنْهَضُ قِدْمًا في التَّناجي  وأَفْصَحُ لا أخْشى رقِيبًا وواشِيًا؟
بمثلِهِ,هَيْهَاتَ لا يَأْتِي الزَّمانُ بمثلِهِ إِنَّ الزَّمانَ بِمِثْلِه لَبَخِيلُ !,هَيْهَاتَ لا يَأْتِي الزَّمانُ  إِنَّ الزَّمانَ بِمِثْلِه لَبَخِيلُ !
بمثلِهِ,جُمْعنا بِقَدْرٍ وافترقْنا بمثلِهِ وتِلْكَ قُبورٌ لُدِّلَتْ مِنْ مساكِنِ,جُمْعنا بِقَدْرٍ وافترقْنا  وتِلْكَ قُبورٌ لُدِّلَتْ مِنْ مساكِنِ
بمثلِهِ,وحديثٍ بمثلِهِ تُنْزَلُ العُصْ مُ رخيمٍ يشوبُ ذلكَ حُلمُ,وحديثٍ  تُنْزَلُ العُصْ مُ رخيمٍ يشوبُ ذلكَ حُلمُ
بمثلِهِ,أفني العَزاءَ همومُ قلبٍ مُوجَعٍ، فاحزَن، فلَستَ بمثلِهِ مَفجُوعَا,أفني العَزاءَ همومُ قلبٍ مُوجَعٍ، فاحزَن، فلَستَ  مَفجُوعَا
بمثلِهِ,وصاحَبْتُها ما لو صَحبتُ بمثلِهِ على ذُعرِها أُرْوِيَّةً لاطْمأنَّتِ,وصاحَبْتُها ما لو صَحبتُ  على ذُعرِها أُرْوِيَّةً لاطْمأنَّتِ
بمثلِهِ,نَشا من مُنَشَّا ثم جادَ بمثلِهِ أكلُّ زَمانٍ منه جِنسٌ من الفَضْلِ,نَشا من مُنَشَّا ثم جادَ  أكلُّ زَمانٍ منه جِنسٌ من الفَضْلِ
بمثلِهِ,بليْلِ التِّمام أو وُصِلنَ بمثلِهِ مُقَاسَمَة ً أيَّامُها نَكِراتِ,بليْلِ التِّمام أو وُصِلنَ  مُقَاسَمَة ً أيَّامُها نَكِراتِ
بمثلَّمٍ,كَرٌّ أعَلَّ سِلاحَه، فَضِرابُه بمثلَّمٍ وَطِعانُه بِمكسَّرِ,كَرٌّ أعَلَّ سِلاحَه، فَضِرابُه  وَطِعانُه بِمكسَّرِ
بمثْل,يراكَ بمثْل تلكَ العيْنِ أعْشَى وحَاشَا منْ لهُ بَصَرٌ حديد,يراكَ  تلكَ العيْنِ أعْشَى وحَاشَا منْ لهُ بَصَرٌ حديد
بمثْل,وَكانَ لَهُ النّهْرُ المُبَارَكُ فارْتَمَى بمثْل الزّوَابي مُزْبداتٍ حَوَاشِدِ,وَكانَ لَهُ النّهْرُ المُبَارَكُ فارْتَمَى  الزّوَابي مُزْبداتٍ حَوَاشِدِ
بمثْل,وَجاءُوا بمثْل الشّاء غُلْفاً قُلوبُهُمْ وَقَدْ مَنّيَاهُمْ بالضّلال الأمَانيَا,وَجاءُوا  الشّاء غُلْفاً قُلوبُهُمْ وَقَدْ مَنّيَاهُمْ بالضّلال الأمَانيَا
بمثْلِ,وَلَيْسَ بغَالٍ ناصِحٌ تَسْتَفِيدُهُ ولو كانَ من تِبْرٍ بمثْلِ ثَبِيرِ,وَلَيْسَ بغَالٍ ناصِحٌ تَسْتَفِيدُهُ ولو كانَ من تِبْرٍ  ثَبِيرِ
بمثْلِ,وَقَدْ لَهَوْتُ بمثْلِ الرِّئم آنِسَةٍ تُصْبي الحليمَ عَرُوبٍ غيرِ مِكْلاحِ,وَقَدْ لَهَوْتُ  الرِّئم آنِسَةٍ تُصْبي الحليمَ عَرُوبٍ غيرِ مِكْلاحِ
بمثْلِ,بمثْلِ هَامِ الرجالِ مِنْ فَلَقِ الصّخـ ـرِ يَزُودُ المِقْلَاعَ بَائِرُها, هَامِ الرجالِ مِنْ فَلَقِ الصّخـ ـرِ يَزُودُ المِقْلَاعَ بَائِرُها
بمثْلِ,فصِرْتَ تلقاني على ذِلَّتي بمثْلِ حَدِّ الصارم الباتِك,فصِرْتَ تلقاني على ذِلَّتي  حَدِّ الصارم الباتِك
بمثْلِ,ويميني بمثْلِ ذلكَ أنّي لا أُصافي سواكِ في العالَمينا,ويميني  ذلكَ أنّي لا أُصافي سواكِ في العالَمينا
بمثْلِهِ,مَضَى مُسْتَقِلًّا بالعُلُومِ مُحمَّدٌ وهيهاتَ يأتِينا الزَّمانُ بمثْلِهِ,مَضَى مُسْتَقِلًّا بالعُلُومِ مُحمَّدٌ وهيهاتَ يأتِينا الزَّمانُ 
بمثْلِهِ,ذَلِكَ يَوْمٌ لَمْ تَرْمِ جائحَةٌ بمثْلِهِ المُصْطَفى ولَمْ تُصِبِ,ذَلِكَ يَوْمٌ لَمْ تَرْمِ جائحَةٌ  المُصْطَفى ولَمْ تُصِبِ
بمِثلكَ,جَمراتُ الهَوى بمِثلكَ تَصْلى كَبدي والأجَلُّ يَلقَى الأجَلَّا,جَمراتُ الهَوى  تَصْلى كَبدي والأجَلُّ يَلقَى الأجَلَّا
بمِثلهِ,يا مَن رآني والنّسيمُ يُميلُني فرأى العليلَ بمِثلهِ يتعلّلُ,يا مَن رآني والنّسيمُ يُميلُني فرأى العليلَ  يتعلّلُ
بمِثلي,أسأتَ بي الظّنَّ، يا سَيّدي، وما سُوءُ ظَنٍّ بمِثلي جَميلُ,أسأتَ بي الظّنَّ، يا سَيّدي، وما سُوءُ ظَنٍّ  جَميلُ
بمِثلِ,بمِثلِ هذا طَلَبُوا الرّياسَه، وللحَميرِ منهُ أضحَوا ساسَه, هذا طَلَبُوا الرّياسَه، وللحَميرِ منهُ أضحَوا ساسَه
بمِثلِ,ما استَعْبَدَ المَرْءَ كاستِعبادِ مَطمَعِه، وَلا تَسَلّى بمِثلِ الصّبرِ والبَاسِ,ما استَعْبَدَ المَرْءَ كاستِعبادِ مَطمَعِه، وَلا تَسَلّى  الصّبرِ والبَاسِ
بمِثلِ,بمِثلِ سُيُوفِ الهِندِ إذْ وَقَعَتْ وَقَدْ كَسَا الأرْضَ باقي لَيلِهَا المُتَجَوِّبِ, سُيُوفِ الهِندِ إذْ وَقَعَتْ وَقَدْ كَسَا الأرْضَ باقي لَيلِهَا المُتَجَوِّبِ
بمِثلِها,رَدَّتْ عليَّ هَدِيَّةً لَوْ أَنَّها بَعَثَتْ إِلى بمِثلِها لَمْ أرْدُدِ,رَدَّتْ عليَّ هَدِيَّةً لَوْ أَنَّها بَعَثَتْ إِلى  لَمْ أرْدُدِ
